dataset,NOMBRE,DICE OC,DICE OD,DICE AVG,PRECISION OC,PRECISION OD,RECALL OC,RECALL OD,Hausdorff_distance_OC,Hausdorff_distance_OD
ORIGA,001.png,0.8689440762870541,0.9640113072273975,0.9164776917572257,0,0,0,0,0,0
ORIGA,002.png,0.9220084431717142,0.9408470867885627,0.9314277649801384,0,0,0,0,0,0
ORIGA,003.png,0.6741161794818115,0.9474219406205653,0.8107690600511883,0,0,0,0,0,0
ORIGA,004.png,0.835163729263283,0.9729724477965234,0.9040680885299032,0,0,0,0,0,0
ORIGA,005.png,0.9359437083921017,0.9800524789123809,0.9579980936522413,0,0,0,0,0,0
ORIGA,006.png,0.9108464698040629,0.9528162012206562,0.9318313355123595,0,0,0,0,0,0
ORIGA,007.png,0.9022204426005915,0.9630239248101544,0.932622183705373,0,0,0,0,0,0
ORIGA,008.png,0.9365979590184063,0.9670893112812906,0.9518436351498485,0,0,0,0,0,0
ORIGA,009.png,0.9377116989057287,0.9669954980910695,0.9523535984983991,0,0,0,0,0,0
ORIGA,010.png,0.937896604947956,0.9645490183869705,0.9512228116674633,0,0,0,0,0,0
ORIGA,011.png,0.9507702091121415,0.9712393629716833,0.9610047860419124,0,0,0,0,0,0
ORIGA,012.png,0.9673857164712674,0.9735622426945967,0.970473979582932,0,0,0,0,0,0
ORIGA,013.png,0.9193165775714217,0.9769343386535644,0.948125458112493,0,0,0,0,0,0
ORIGA,014.png,0.7852881263165198,0.9644617143568179,0.8748749203366688,0,0,0,0,0,0
ORIGA,015.png,0.9504526641826587,0.9648279145243117,0.9576402893534852,0,0,0,0,0,0
ORIGA,016.png,0.9384872230915826,0.9560687731481693,0.947277998119876,0,0,0,0,0,0
ORIGA,017.png,0.9069821109890958,0.9749669705077544,0.9409745407484251,0,0,0,0,0,0
ORIGA,018.png,0.8682791911414527,0.9725580376227374,0.920418614382095,0,0,0,0,0,0
ORIGA,019.png,0.9092052375732323,0.9490773011746355,0.9291412693739339,0,0,0,0,0,0
ORIGA,020.png,0.8497018147484393,0.9541239308383533,0.9019128727933963,0,0,0,0,0,0
ORIGA,021.png,0.7999728167566329,0.9511389149333775,0.8755558658450052,0,0,0,0,0,0
ORIGA,022.png,0.9570353860502904,0.9698916844459657,0.963463535248128,0,0,0,0,0,0
ORIGA,023.png,0.9750838886037673,0.9635211581323728,0.9693025233680701,0,0,0,0,0,0
ORIGA,024.png,0.941209757639919,0.9688305798625431,0.955020168751231,0,0,0,0,0,0
ORIGA,025.png,0.9378108690425773,0.8557352119689011,0.8967730405057392,0,0,0,0,0,0
ORIGA,026.png,0.9391138450509906,0.9639517018049436,0.951532773427967,0,0,0,0,0,0
ORIGA,027.png,0.9205504693618713,0.9668500333930976,0.9437002513774845,0,0,0,0,0,0
ORIGA,028.png,0.9831469101163476,0.9665036516085366,0.974825280862442,0,0,0,0,0,0
ORIGA,029.png,0.9163477837460605,0.9710948359992373,0.9437213098726489,0,0,0,0,0,0
ORIGA,030.png,0.8852867186060649,0.9740842845339099,0.9296855015699874,0,0,0,0,0,0
ORIGA,031.png,0.8350817340564385,0.9145207925289068,0.8748012632926727,0,0,0,0,0,0
ORIGA,032.png,0.9038718788618861,0.9744871393211352,0.9391795090915107,0,0,0,0,0,0
ORIGA,033.png,0.8967003546196166,0.9550698511183737,0.9258851028689952,0,0,0,0,0,0
ORIGA,034.png,0.9067046693176726,0.9793236421361355,0.9430141557269041,0,0,0,0,0,0
ORIGA,035.png,0.8429227342041417,0.9717049868068474,0.9073138605054945,0,0,0,0,0,0
ORIGA,036.png,0.9211045479477427,0.9756247918399108,0.9483646698938267,0,0,0,0,0,0
ORIGA,037.png,0.9156575782295164,0.9800365837700722,0.9478470809997943,0,0,0,0,0,0
ORIGA,038.png,0.9363822622170026,0.955141631075596,0.9457619466462993,0,0,0,0,0,0
ORIGA,039.png,0.9637572385218836,0.9569972254564196,0.9603772319891516,0,0,0,0,0,0
ORIGA,040.png,0.8577953287097597,0.9079613972414353,0.8828783629755975,0,0,0,0,0,0
ORIGA,041.png,0.9110781484612094,0.974184917325573,0.9426315328933912,0,0,0,0,0,0
ORIGA,042.png,0.8151489252279718,0.9417284062758333,0.8784386657519025,0,0,0,0,0,0
ORIGA,043.png,0.9133699911606947,0.9847762576164133,0.949073124388554,0,0,0,0,0,0
ORIGA,044.png,0.9543509298743534,0.9781816260799652,0.9662662779771594,0,0,0,0,0,0
ORIGA,045.png,0.8892122412963821,0.97624075997174,0.932726500634061,0,0,0,0,0,0
ORIGA,046.png,0.9083710440180832,0.9727190493580367,0.9405450466880599,0,0,0,0,0,0
ORIGA,047.png,0.9356956496500555,0.9582538295961149,0.9469747396230852,0,0,0,0,0,0
ORIGA,048.png,0.9219246942061716,0.9703753678274913,0.9461500310168315,0,0,0,0,0,0
ORIGA,049.png,0.9047432508046975,0.9745105362426882,0.9396268935236929,0,0,0,0,0,0
ORIGA,050.png,0.9373022613497277,0.9608328388580838,0.9490675501039058,0,0,0,0,0,0
ORIGA,051.png,0.9778390565193628,0.9674493313483213,0.972644193933842,0,0,0,0,0,0
ORIGA,052.png,0.9264390005828685,0.9801636449108762,0.9533013227468723,0,0,0,0,0,0
ORIGA,053.png,0.8599699426459699,0.9791498876484032,0.9195599151471865,0,0,0,0,0,0
ORIGA,054.png,0.9106679175472192,0.9711488634428631,0.9409083904950412,0,0,0,0,0,0
ORIGA,055.png,0.905143300669343,0.9819045818680507,0.9435239412686969,0,0,0,0,0,0
ORIGA,056.png,0.8891565595628603,0.9782698561703181,0.9337132078665893,0,0,0,0,0,0
ORIGA,057.png,0.9714816972846101,0.9818610802263414,0.9766713887554758,0,0,0,0,0,0
ORIGA,058.png,0.9661843900943909,0.977630470827348,0.9719074304608695,0,0,0,0,0,0
ORIGA,059.png,0.8742642206065276,0.9798861375812682,0.9270751790938979,0,0,0,0,0,0
ORIGA,060.png,0.9523039331436719,0.9665880528115549,0.9594459929776133,0,0,0,0,0,0
ORIGA,061.png,0.9073384493871463,0.9806149316122046,0.9439766904996754,0,0,0,0,0,0
ORIGA,062.png,0.9698966483440769,0.979495171575341,0.974695909959709,0,0,0,0,0,0
ORIGA,063.png,0.9344414522496551,0.9592401523047351,0.9468408022771951,0,0,0,0,0,0
ORIGA,064.png,0.9443730088456563,0.9798950634156466,0.9621340361306514,0,0,0,0,0,0
ORIGA,065.png,0.946464456389239,0.9796228804438329,0.963043668416536,0,0,0,0,0,0
ORIGA,066.png,0.984442919501129,0.9637162899109184,0.9740796047060237,0,0,0,0,0,0
ORIGA,067.png,0.8818364278618627,0.979815629491301,0.9308260286765818,0,0,0,0,0,0
ORIGA,068.png,0.9153518284917056,0.9523284220287742,0.93384012526024,0,0,0,0,0,0
ORIGA,069.png,0.7633071457118485,0.98204053673064,0.8726738412212443,0,0,0,0,0,0
ORIGA,070.png,0.9661936939440912,0.9700897385430751,0.9681417162435831,0,0,0,0,0,0
ORIGA,071.png,0.9082648615573268,0.9591847626866791,0.933724812122003,0,0,0,0,0,0
ORIGA,072.png,0.9035521146774386,0.9594078613746881,0.9314799880260634,0,0,0,0,0,0
ORIGA,073.png,0.9024911831822882,0.9694991462305518,0.93599516470642,0,0,0,0,0,0
ORIGA,074.png,0.9116372001631259,0.9778061447981004,0.9447216724806131,0,0,0,0,0,0
ORIGA,075.png,0.9305656517888927,0.9719804085379411,0.9512730301634169,0,0,0,0,0,0
ORIGA,076.png,0.8093036785125716,0.9201634700936726,0.8647335743031221,0,0,0,0,0,0
ORIGA,077.png,0.8947827461887752,0.9668316780429365,0.9308072121158558,0,0,0,0,0,0
ORIGA,078.png,0.9551918674899722,0.9425898466093536,0.9488908570496629,0,0,0,0,0,0
ORIGA,079.png,0.835553181679536,0.9718793838795117,0.9037162827795238,0,0,0,0,0,0
ORIGA,080.png,0.8720038316609973,0.9621623065015081,0.9170830690812527,0,0,0,0,0,0
ORIGA,081.png,0.9567134992748646,0.9726649348002762,0.9646892170375704,0,0,0,0,0,0
ORIGA,082.png,0.9296897121150858,0.9541827286888785,0.9419362204019821,0,0,0,0,0,0
ORIGA,083.png,0.94920125610312,0.9377391949668687,0.9434702255349944,0,0,0,0,0,0
ORIGA,084.png,0.8245901090573655,0.856713595405344,0.8406518522313547,0,0,0,0,0,0
ORIGA,085.png,0.8854624090675594,0.9505952877049357,0.9180288483862475,0,0,0,0,0,0
ORIGA,086.png,0.9493941073106198,0.9791808770838614,0.9642874921972406,0,0,0,0,0,0
ORIGA,087.png,0.9316609159491052,0.9627414030187456,0.9472011594839254,0,0,0,0,0,0
ORIGA,088.png,0.8595805762383839,0.9652846513556697,0.9124326137970268,0,0,0,0,0,0
ORIGA,089.png,0.8684385291248089,0.9694206378939793,0.918929583509394,0,0,0,0,0,0
ORIGA,090.png,0.963082001482745,0.9748062441569776,0.9689441228198613,0,0,0,0,0,0
ORIGA,091.png,0.802421575966965,0.9594188107957626,0.8809201933813637,0,0,0,0,0,0
ORIGA,092.png,0.8952280431015527,0.9701479320266242,0.9326879875640884,0,0,0,0,0,0
ORIGA,093.png,0.829695982924301,0.9590601714647333,0.8943780771945171,0,0,0,0,0,0
ORIGA,094.png,0.9693024928951175,0.9608139818615895,0.9650582373783535,0,0,0,0,0,0
ORIGA,095.png,0.9595616091729912,0.9786456772738268,0.969103643223409,0,0,0,0,0,0
ORIGA,096.png,0.8913194298438869,0.9735859383181286,0.9324526840810077,0,0,0,0,0,0
ORIGA,097.png,0.8062827049926417,0.9598139912443493,0.8830483481184954,0,0,0,0,0,0
ORIGA,098.png,0.925163287190905,0.9691548982357607,0.9471590927133329,0,0,0,0,0,0
ORIGA,099.png,0.9339909400711967,0.9766594252275048,0.9553251826493507,0,0,0,0,0,0
ORIGA,100.png,0.9675834690078251,0.9722350897054148,0.96990927935662,0,0,0,0,0,0
ORIGA,101.png,0.925396357418441,0.9718973503447486,0.9486468538815948,0,0,0,0,0,0
ORIGA,102.png,0.9569391262078917,0.9729646821871709,0.9649519041975313,0,0,0,0,0,0
ORIGA,103.png,0.9335640628771221,0.9780989256985138,0.9558314942878179,0,0,0,0,0,0
ORIGA,104.png,0.9134686551159443,0.988470793297945,0.9509697242069446,0,0,0,0,0,0
ORIGA,105.png,0.8641748917810244,0.963011554323122,0.9135932230520731,0,0,0,0,0,0
ORIGA,106.png,0.9250930930125063,0.9759166887804612,0.9505048908964837,0,0,0,0,0,0
ORIGA,107.png,0.936513749892738,0.9755817610417288,0.9560477554672333,0,0,0,0,0,0
ORIGA,108.png,0.9235532207714434,0.9555832028221982,0.9395682117968208,0,0,0,0,0,0
ORIGA,109.png,0.854992933056398,0.9715043036230742,0.9132486183397361,0,0,0,0,0,0
ORIGA,110.png,0.9284310452152686,0.9914444373075498,0.9599377412614092,0,0,0,0,0,0
ORIGA,111.png,0.9771162396439574,0.9861130951262005,0.981614667385079,0,0,0,0,0,0
ORIGA,112.png,0.8253683859097912,0.9620717904927683,0.8937200882012797,0,0,0,0,0,0
ORIGA,113.png,0.8410342844059635,0.9617525450653586,0.901393414735661,0,0,0,0,0,0
ORIGA,114.png,0.9249461633026679,0.9754154450169821,0.950180804159825,0,0,0,0,0,0
ORIGA,115.png,0.9352261293041473,0.9669062294036982,0.9510661793539228,0,0,0,0,0,0
ORIGA,116.png,0.8953072931142809,0.9749075607159724,0.9351074269151267,0,0,0,0,0,0
ORIGA,117.png,0.8831093128275463,0.9675611225592917,0.9253352176934191,0,0,0,0,0,0
ORIGA,118.png,0.8076802336642203,0.9674119886489075,0.8875461111565639,0,0,0,0,0,0
ORIGA,119.png,0.8852205168649868,0.9559419105993964,0.9205812137321916,0,0,0,0,0,0
ORIGA,120.png,0.955864390614962,0.9793162371191586,0.9675903138670603,0,0,0,0,0,0
ORIGA,121.png,0.7155456410845111,0.9643746119704564,0.8399601265274838,0,0,0,0,0,0
ORIGA,122.png,0.8704587673889668,0.9714262755500289,0.9209425214694978,0,0,0,0,0,0
ORIGA,123.png,0.9024385570280936,0.9657904737379864,0.93411451538304,0,0,0,0,0,0
ORIGA,124.png,0.6763287157833372,0.9808073680949385,0.8285680419391379,0,0,0,0,0,0
ORIGA,125.png,0.9337729876875296,0.9639012302759837,0.9488371089817567,0,0,0,0,0,0
ORIGA,126.png,0.8853357463277216,0.9649927870756376,0.9251642667016796,0,0,0,0,0,0
ORIGA,127.png,0.9251629830841882,0.9604356258942646,0.9427993044892264,0,0,0,0,0,0
ORIGA,128.png,0.8379077966706834,0.972444597631042,0.9051761971508627,0,0,0,0,0,0
ORIGA,129.png,0.8812286149686865,0.9681312184587637,0.9246799167137252,0,0,0,0,0,0
ORIGA,130.png,0.930900134353343,0.9761260236742373,0.9535130790137901,0,0,0,0,0,0
ORIGA,131.png,0.9001089723287847,0.9692428950933163,0.9346759337110505,0,0,0,0,0,0
ORIGA,132.png,0.8960216217259686,0.9730522805027888,0.9345369511143786,0,0,0,0,0,0
ORIGA,133.png,0.9559227128745076,0.9750774270582989,0.9655000699664033,0,0,0,0,0,0
ORIGA,134.png,0.9457529242261152,0.9802630920948256,0.9630080081604704,0,0,0,0,0,0
ORIGA,135.png,0.9536575299168573,0.9746186329933431,0.9641380814551002,0,0,0,0,0,0
ORIGA,136.png,0.9424690837472143,0.9754207715220862,0.9589449276346502,0,0,0,0,0,0
ORIGA,137.png,0.8802992684580759,0.9683263694987916,0.9243128189784338,0,0,0,0,0,0
ORIGA,138.png,0.9496253283175222,0.9894244637149684,0.9695248960162453,0,0,0,0,0,0
ORIGA,139.png,0.9015889384462621,0.9318546600175479,0.916721799231905,0,0,0,0,0,0
ORIGA,140.png,0.9355513047977213,0.954126439847593,0.9448388723226572,0,0,0,0,0,0
ORIGA,141.png,0.9277182470219032,0.9699293660584328,0.948823806540168,0,0,0,0,0,0
ORIGA,142.png,0.9452628559772577,0.947348401214148,0.9463056285957028,0,0,0,0,0,0
ORIGA,143.png,0.9651057076306512,0.96906139606097,0.9670835518458105,0,0,0,0,0,0
ORIGA,144.png,0.9277279980360869,0.9768384231737394,0.952283210604913,0,0,0,0,0,0
ORIGA,145.png,0.9763866747259093,0.9791544592659376,0.9777705669959235,0,0,0,0,0,0
ORIGA,146.png,0.9006236288229141,0.9740585750226782,0.9373411019227962,0,0,0,0,0,0
ORIGA,147.png,0.8656008812792026,0.974256547687955,0.9199287144835788,0,0,0,0,0,0
ORIGA,148.png,0.8690922170426278,0.977379582086211,0.9232358995644194,0,0,0,0,0,0
ORIGA,149.png,0.9669752795738074,0.963791005024918,0.9653831422993626,0,0,0,0,0,0
ORIGA,150.png,0.9181101597581944,0.9534569208106963,0.9357835402844454,0,0,0,0,0,0
ORIGA,151.png,0.9309917962194048,0.9498068334903618,0.9403993148548833,0,0,0,0,0,0
ORIGA,152.png,0.9427196940775872,0.9588320068566307,0.9507758504671089,0,0,0,0,0,0
ORIGA,153.png,0.9564592844632389,0.9714458166835431,0.963952550573391,0,0,0,0,0,0
ORIGA,154.png,0.9494690936201966,0.972672071649631,0.9610705826349137,0,0,0,0,0,0
ORIGA,155.png,0.94792468677819,0.9598365194891312,0.9538806031336606,0,0,0,0,0,0
ORIGA,156.png,0.9110455434580215,0.9634929311599635,0.9372692373089925,0,0,0,0,0,0
ORIGA,157.png,0.8918740650056769,0.9615437118950103,0.9267088884503436,0,0,0,0,0,0
ORIGA,158.png,0.829051189020013,0.973215272574278,0.9011332307971455,0,0,0,0,0,0
ORIGA,159.png,0.7811983465900855,0.978078636355862,0.8796384914729738,0,0,0,0,0,0
ORIGA,160.png,0.9122510908518624,0.9643258635042605,0.9382884771780615,0,0,0,0,0,0
ORIGA,161.png,0.813908992499657,0.9040813043834904,0.8589951484415737,0,0,0,0,0,0
ORIGA,162.png,0.9136043023769294,0.9562610245680669,0.9349326634724981,0,0,0,0,0,0
ORIGA,163.png,0.5994671022833872,0.9574395115603547,0.7784533069218709,0,0,0,0,0,0
ORIGA,164.png,0.9120706989664008,0.9588153894301044,0.9354430441982526,0,0,0,0,0,0
ORIGA,165.png,0.9057830241039948,0.9815232039372521,0.9436531140206235,0,0,0,0,0,0
ORIGA,166.png,0.8437108706326941,0.9735327413299832,0.9086218059813387,0,0,0,0,0,0
ORIGA,167.png,0.9205051948653944,0.9670603132851984,0.9437827540752963,0,0,0,0,0,0
ORIGA,168.png,0.9232013880854947,0.9734697512063055,0.9483355696459002,0,0,0,0,0,0
ORIGA,169.png,0.9270190202393732,0.9749988493022956,0.9510089347708344,0,0,0,0,0,0
ORIGA,170.png,0.9394066931659593,0.9748304160538342,0.9571185546098968,0,0,0,0,0,0
ORIGA,171.png,0.8042842621142448,0.9781024323741756,0.8911933472442102,0,0,0,0,0,0
ORIGA,172.png,0.9512444483955603,0.9408265455169156,0.9460354969562379,0,0,0,0,0,0
ORIGA,173.png,0.9720643851797145,0.9302838969710187,0.9511741410753666,0,0,0,0,0,0
ORIGA,174.png,0.9334814540340866,0.9578966950360008,0.9456890745350437,0,0,0,0,0,0
ORIGA,175.png,0.9034643971617438,0.9826897215929782,0.943077059377361,0,0,0,0,0,0
ORIGA,176.png,0.9032898542406067,0.9174522271673644,0.9103710407039856,0,0,0,0,0,0
ORIGA,177.png,0.8423075003264548,0.9654443712805015,0.9038759358034782,0,0,0,0,0,0
ORIGA,178.png,0.9620649930362902,0.9627741907266065,0.9624195918814484,0,0,0,0,0,0
ORIGA,179.png,0.9616519601390159,0.9687288800828968,0.9651904201109563,0,0,0,0,0,0
ORIGA,180.png,0.8041827885155972,0.8667745290649593,0.8354786587902783,0,0,0,0,0,0
ORIGA,181.png,0.8500156917253676,0.9101866418435623,0.8801011667844649,0,0,0,0,0,0
ORIGA,182.png,0.9197636740906103,0.9569184061684833,0.9383410401295469,0,0,0,0,0,0
ORIGA,183.png,0.85124669292304,0.9818518419390936,0.9165492674310668,0,0,0,0,0,0
ORIGA,184.png,0.8411384194347987,0.9631256050381651,0.902132012236482,0,0,0,0,0,0
ORIGA,185.png,0.9356381783261736,0.9673354457767128,0.9514868120514433,0,0,0,0,0,0
ORIGA,186.png,0.9407545924693719,0.9818874531059816,0.9613210227876767,0,0,0,0,0,0
ORIGA,187.png,0.9357248555319663,0.9510040906176815,0.9433644730748239,0,0,0,0,0,0
ORIGA,188.png,0.8991627346548536,0.9696374970954835,0.9344001158751686,0,0,0,0,0,0
ORIGA,189.png,0.9182127541632106,0.9677154705715196,0.9429641123673651,0,0,0,0,0,0
ORIGA,190.png,0.9482195093301695,0.9667870408056707,0.9575032750679201,0,0,0,0,0,0
ORIGA,191.png,0.8926787232308175,0.9713780711477473,0.9320283971892824,0,0,0,0,0,0
ORIGA,192.png,0.6750345220099376,0.9780368652448399,0.8265356936273888,0,0,0,0,0,0
ORIGA,193.png,0.9249785348293419,0.9733093393242875,0.9491439370768147,0,0,0,0,0,0
ORIGA,194.png,0.7638134472763276,0.9669493722923527,0.8653814097843402,0,0,0,0,0,0
ORIGA,195.png,0.9031487575921681,0.9499418369158998,0.926545297254034,0,0,0,0,0,0
ORIGA,196.png,0.7351006693386721,0.9417580735965659,0.838429371467619,0,0,0,0,0,0
ORIGA,197.png,0.9057582768972698,0.9756603419909982,0.940709309444134,0,0,0,0,0,0
ORIGA,198.png,0.942472069100633,0.9736640835604593,0.9580680763305461,0,0,0,0,0,0
ORIGA,199.png,0.9145404647949102,0.9691428406474698,0.94184165272119,0,0,0,0,0,0
ORIGA,200.png,0.6910531554777035,0.9715366031436756,0.8312948793106896,0,0,0,0,0,0
ORIGA,201.png,0.7994049386573631,0.9746004053855966,0.8870026720214799,0,0,0,0,0,0
ORIGA,202.png,0.7014116610001877,0.9564234155068813,0.8289175382535345,0,0,0,0,0,0
ORIGA,203.png,0.7834970227665328,0.9609691074696287,0.8722330651180807,0,0,0,0,0,0
ORIGA,204.png,0.9676601497186187,0.9448200061853584,0.9562400779519886,0,0,0,0,0,0
ORIGA,205.png,0.9616872175054949,0.963179043957439,0.962433130731467,0,0,0,0,0,0
ORIGA,206.png,0.929833992365416,0.9774410959046178,0.9536375441350169,0,0,0,0,0,0
ORIGA,207.png,0.9248316010369992,0.9718512930416635,0.9483414470393314,0,0,0,0,0,0
ORIGA,208.png,0.9239806111723226,0.9765011776989787,0.9502408944356506,0,0,0,0,0,0
ORIGA,209.png,0.954020921491004,0.9731773484068493,0.9635991349489267,0,0,0,0,0,0
ORIGA,210.png,0.9467686661602894,0.976702426232376,0.9617355461963327,0,0,0,0,0,0
ORIGA,211.png,0.9708123696105624,0.9696163729251148,0.9702143712678386,0,0,0,0,0,0
ORIGA,212.png,0.9122189619801173,0.9556728422684191,0.9339459021242682,0,0,0,0,0,0
ORIGA,213.png,0.9048043590905546,0.9764903642232687,0.9406473616569117,0,0,0,0,0,0
ORIGA,214.png,0.89737922768489,0.9533384974425164,0.9253588625637033,0,0,0,0,0,0
